,id,avg_valence,avg_arousal,avg_dominance,avg_intensity_anger,avg_intensity_anticipation,avg_intensity_disgust,avg_intensity_fear,avg_intensity_joy,avg_intensity_sadness,avg_intensity_surprise,avg_intensity_trust,sentiment_score
0,u487p5,0.6459208,0.34821966,0.45281434,0.5065430885359078,0.2743902182786038,0.2350000007683411,0.3323775256183028,0.5352669821521807,0.3819672046783717,0.1874285664947666,0.418604660833636,0.3735797346117332
1,u825p5,0.71471155,0.5087207,0.5836146,0.2388222440635366,0.4349593081336689,0.1224999943072906,0.2721027381475605,0.5508679577745291,0.245628406543795,0.2588571543450257,0.5222222052803338,0.4620983500410466
2,u795p3,0.75982183,0.6302749,0.6593956,0.3782520525090273,0.5193089168884822,0.4687500129512048,0.3329919804291674,0.4841243891972729,0.7165755562464916,0.2443428444492575,0.6332659338807073,0.4748031496062992
3,u709p1,0.7064501,0.5725603,0.44016093,0.7430025154200207,0.4158197670117247,0.6837499681778713,0.5149343037935601,0.5714403222831416,0.4437158563920247,0.4528571243553747,0.3937983863220927,0.4438772739614445
4,u282p2,0.7553706,0.63983953,0.76992923,0.5452562729988943,0.3734755755101881,0.3512308578111342,0.334528064047149,0.451944638875513,0.399548190839178,0.3631894839569343,0.4682557449520064,0.523050003364964
5,u184p1,0.59083754,0.41053328,0.34125683,0.2159214829375691,0.4806910149659668,0.117500002712477,0.5800477493200266,0.4079914977136589,0.4318501027251828,0.5588571722264191,0.1348837148053638,0.4080185201568905
6,u282p7,0.7936876,0.6872796,0.7662042,0.4781897373801139,0.4752887991406936,0.0787499980034771,0.3926224395544611,0.566697411321539,0.1836065505959063,0.3201269820747462,0.5514609167499168,0.6417607648793483
7,u780p8,0.75577813,0.5620805,0.63021225,0.5196292331079169,0.4240853680212964,0.3512308578111342,0.4916367922790193,0.5741595042700913,0.4142076494189068,0.2045714241728491,0.5784354834484141,0.4073928258967629
8,u390p4,0.78516054,0.5882998,0.69554037,0.4234507888364989,0.593858877424258,0.3512308578111342,0.0669056128094298,0.5480553807700523,0.399548190839178,0.4011428407163038,0.5636628190251923,0.4851490337901311
9,u907p7,0.6903424,0.567009,0.5256667,0.3658669612622457,0.5121950665483327,0.3512308578111342,0.1971326106807223,0.1305207746647174,0.399548190839178,0.3631894839569343,0.4976743792765465,0.5605314960629921
10,u134p3,0.54397655,0.5965527,0.49668753,0.1112322776117868,0.4784407580174887,0.5718750281870604,0.3921744433540614,0.3477917097796783,0.5327868532090064,0.3360000053814479,0.4605757559081717,0.4207911511061117
11,u770p3,0.7673574,0.50548327,0.574469,0.4943656710524289,0.5025406592132546,0.117500002712477,0.2743130236455746,0.3779727202858712,0.1612021911318322,0.3810612186273403,0.3531007513927733,0.4823995214883853
12,u357p2,0.61336124,0.5592727,0.62363106,0.6488549960684985,0.3843368859804771,0.4887500165833629,0.5698924566552348,0.423203687598342,0.3505464377822304,0.5264761828824778,0.4574050660897676,0.4259550889472149
13,u366p10,0.7664748,0.570348,0.6303151,0.4234507888364989,0.3932926651286518,0.3512308578111342,0.3739344122715357,0.3592616945089839,0.399548190839178,0.3631894839569343,0.2368770327089492,0.4594869189738379
14,u825p2,0.6809118,0.49831998,0.5341805,0.3138495260260725,0.6315330997591577,0.1275000045285561,0.3663082351387388,0.4050504387119951,0.3687431817010748,0.4460952329116614,0.5110464731862965,0.4050231752945775
15,u938p6,0.63195366,0.4452142,0.5776794,0.1750272527127101,0.4265243881455181,0.3512308578111342,0.349377026647491,0.2666447199507965,0.298360650825381,0.2582856990755822,0.4077519027396373,0.4026736064771564
16,u89p2,0.8027136,0.61603415,0.73730487,0.3904035026471418,0.5162601758059807,0.1612499990162905,0.4524093875766518,0.5210283479024518,0.4355191105189297,0.374857124474584,0.5795348425876011,0.5035790980672871
17,u793p2,0.69376963,0.47882318,0.502266,0.3493275172546348,0.4249660811199639,0.3512308578111342,0.3841099064428281,0.4381454759219728,0.3766848652996944,0.3675428512475929,0.3548836926268917,0.3811699463492989
18,u842p10,0.6519605,0.41255438,0.3774039,0.4083969229963236,0.4220020222419354,0.7174999812920575,0.3285543541017139,0.4791411736806868,0.2778384789728823,0.1276190355197103,0.4323791553966529,0.3747488460494162
19,u857p8,0.7388512,0.30885532,0.42471752,0.0,0.267073157905939,0.094583329555656,0.3281560996507943,0.395352680430127,0.3071038377377907,0.0308571455235383,0.3591730784398498,0.4581987012579603
