,id,avg_valence,avg_arousal,avg_dominance,avg_intensity_anger,avg_intensity_anticipation,avg_intensity_disgust,avg_intensity_fear,avg_intensity_joy,avg_intensity_sadness,avg_intensity_surprise,avg_intensity_trust,sentiment_score
90,u543p6,0.57921845,0.45123228,0.48939902,0.4692839129142986,0.5435585200780524,0.433460085901605,0.3963161063860526,0.2906939269920007,0.5386997157307425,0.3477142593884957,0.4184162283396522,0.3362573099415205
91,u714p7,0.6432618,0.2900644,0.41847494,0.4661941238139927,0.4713455124831136,0.3073510501118727,0.3703208324799438,0.5394149154596807,0.2820777564442218,0.490857128663939,0.4758776699403994,0.3558720745525786
92,u655p10,0.6598305,0.36268705,0.47848922,0.218647761702579,0.4850498282950576,0.7528517226778536,0.3357760287384332,0.4915693924576118,0.3384932769773149,0.191999987261636,0.4831430912412765,0.4859520831328778
93,u808p10,0.6893174,0.26685756,0.48501435,0.2388222440635366,0.5679401862437231,0.0595690768367651,0.3077836982763771,0.4674249496042137,0.0,0.3150476105294261,0.5097017864247488,0.498702742772424
94,u430p10,0.67280424,0.42032364,0.5517901,0.4781897373801139,0.7649501717049423,0.2970003901450689,0.4186967465290223,0.4688716185307288,0.4833161121630261,0.4609523887212584,0.5747452357124024,0.4987946966653274
95,u651p9,0.5762202,0.30101952,0.37514243,0.3356052214709061,0.5548172632477759,0.3452833625510508,0.5085306466207247,0.2573497659966819,0.4165494052391315,0.4607618922781783,0.27277137022233,0.3080649384655669
96,u460p1,0.6995192,0.30365014,0.53233,0.4972737212349901,0.6951827367522241,0.0595690768367651,0.319271138459517,0.4513618840232355,0.0970072224345735,0.3748571585343807,0.5114382188755419,0.4366965801600776
97,u481p2,0.6392252,0.36743078,0.4147587,0.4787350191329611,0.5885935917679846,0.5640050594635411,0.3256090279429742,0.2905317729774992,0.5351909150955501,0.5039999867847988,0.4779161082528333,0.2582559339525284
98,u406p5,0.67356884,0.33930704,0.50539726,0.2611777559364634,0.5404900194893327,0.3174904875374238,0.4004753275449746,0.5090791269651052,0.4355005147897641,0.3451428469151867,0.4704416994357202,0.408358042994811
99,u448p4,0.7184117,0.44853896,0.61195976,0.615921512187395,0.5365448751688633,0.1539923801147178,0.2786690439167882,0.3901426555257517,0.2742518017641744,0.2259047437914376,0.5393543878805601,0.5143058989756271
100,u759p2,0.63370913,0.41043392,0.5591819,0.6381316199262034,0.5631229031937396,0.9797211251488976,0.7965367374147889,0.6727194695155575,0.5765394391455019,0.2582856990755822,0.3875424404638713,0.3647113378159054
101,u114p10,0.6739432,0.34720787,0.50816196,0.2388222440635366,0.5176079745074299,0.8719898480221804,0.3973221787567724,0.5188067830164562,0.3883571770310157,0.4528571584151714,0.4532842023663381,0.4128856624319419
102,u846p5,0.7020948,0.34523407,0.49498326,0.4295700316925203,0.5523255514617791,0.3624657772533115,0.3973221787567724,0.7064418610309946,0.016511868998092,0.3669586602518144,0.8754246746484238,0.5
103,u416p3,0.6504464,0.40483615,0.5103333,0.4295700316925203,0.5523255514617791,0.3624657772533115,0.2878787934460304,0.4241245321185066,0.1052631578947368,0.6514285662222883,0.1687429063386264,0.3847795163584637
104,u943p1,0.63964266,0.36556917,0.4437228,0.5041802876063873,0.4407530324110653,0.1850443600151291,0.3681917107358015,0.4032425352670003,0.3691950518671139,0.4128571287831483,0.3274675073689025,0.3754272043745728
