topic_id,topic_label,Lower class,Middle class,Upper class
0,Business Writing & Analysis,0.22521246458923513,0.24489795918367346,0.26458036984352773
3,Travel & Diet/Meal Planning,0.12464589235127478,0.12244897959183673,0.11948790896159317
