topic_id,topic_label,Lower class,Middle class,Upper class
0,Professional Email Drafting,0.19460227272727273,0.2708638360175695,0.29036827195467424
1,Creative Content Generation,0.26704545454545453,0.22693997071742314,0.18555240793201133
